ID,Title,Content,Excerpt,Date,Post Type,Permalink
19825,Complete Trello Fundamentals - Beginners to Advanced,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","Trello lets you work more collaboratively and get more done. It's intuitive and easy to pick up, unlike most other productivity tools out there, yet at the same time it is flexible enough that it can be tweaked for more serious and complex project management. ",2019-05-17 8:26:23,courses,https://web.viaweb.net.ar/?post_type=courses&p=19825
19826,Sales Training: Practical Sales Techniques,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","Sales is all about listening to people and prescribing a solution. In every job you'll come across sales moments, whether you're selling yourself in a job interview or selling products to customers - it's an essential skill in all career paths. Sales needn't be slimy, immoral, or complicated - it's simply about getting the best solution for the customer so they are thrilled to buy from you.",2019-05-17 8:39:04,courses,https://web.viaweb.net.ar/?post_type=courses&p=19826
19827,Complete Blender Creator: Learn 3D Modelling,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","Learn how to create 3D Models and Assets for games using Blender, the free-to-use 3D production suite. We start super simple so you'll be ok with little or no experience. With our online tutorials, you'll be amazed what you can achieve.",2019-05-17 8:56:59,courses,https://web.viaweb.net.ar/?post_type=courses&p=19827
19828,User Experience Design Essentials,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","Are you excited to get into the world of UI/UX but you don't know where to start? This course will allow you to add UX designer to your CV & start getting paid for your new skills. This course is aimed at people interested in UI/UX Design. We’ll start from the very beginning and work all the way through, step by step.",2019-05-17 9:09:00,courses,https://web.viaweb.net.ar/?post_type=courses&p=19828
19829,Ultimate Photoshop Training: From Beginner,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","We focus on real-world cases and I present the best techniques that require minimal effort yet produce maximum results. All my content is focused on getting the job done in the least amount of time possible. I'll be using the latest version of the program - Photoshop CC 2019, but all the content is explained for all users, no matter what version you have installed. Photoshop Elements is not compatible with this course.   ",2019-05-17 9:21:28,courses,https://web.viaweb.net.ar/?post_type=courses&p=19829
19830,The Complete JavaScript Course 2019,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","Do you want to learn the number #1 programming language that powers the internet? Are you tired of wasting your time and money on random youtube videos or JavaScript courses that are either too simple, or too difficult to follow? Or are you struggling to deeply understand and apply JavaScript to real projects? If your answer is a big YES... Then this is exactly the course you are looking for!",2019-05-17 9:33:38,courses,https://web.viaweb.net.ar/?post_type=courses&p=19830
19831,Wordpress for Beginners - Master Wordpress,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","This course will guide you through every single step from installation to finished website.  I'll show you how you can install Wordpress on your own computer for free, so you don't have to pay for a domain name or hosting fees while you complete this course.  Once you've got Wordpress installed on your computer, you will learn how to build and run a successful, beautiful, responsive-design website you can be proud of. ",2019-05-17 9:44:58,courses,https://web.viaweb.net.ar/?post_type=courses&p=19831
19832,PHP Beginners - Become a PHP Master,"<strong>Are you new to PHP or need a refresher?</strong> Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal.
<strong>Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world.</strong> Being a PHP developer can allow anyone to make really good money online and offline, developing dynamic applications.
Knowing <strong>PHP </strong>will allow you to build web applications, websites or Content Management systems, like WordPress, Facebook, Twitter or even Google.
<strong>There is no limit to what you can do with this knowledge.</strong> PHP is one of the most important web programming languages to learn, and knowing it, will give you <strong>SUPER POWERS</strong> in the web development world and job market place.
<strong>Why?</strong>
Because Millions of websites and applications (the majority) use PHP. You can find a job anywhere or even work on your own, online and in places like freelancer or Odesk. You can definitely make a substantial income once you learn it.
<strong>I will not bore you :)</strong>
I take my courses very seriously but at the same time I try to make it fun since I know how difficult learning from an instructor with a monotone voice or boring attitude is. This course is fun, and when you need some energy to keep going, you will get it from me.
<strong>My Approach</strong>
Practice, practice and more practice. Every section inside this course has a practice lecture at the end, reinforcing everything with went over in the lectures. I also created a small application the you will be able to download to help you practice PHP. To top it off, we will build and awesome CMS like WordPress, Joomla or Drupal.","Are you new to PHP or need a refresher? Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to WordPress, Joomla or Drupal. Knowing PHP has allowed me to make enough money to stay home and make courses like this one for students all over the world. ",2019-05-17 9:57:10,courses,https://web.viaweb.net.ar/?post_type=courses&p=19832
19833,"Saltar al contenido Pymes Grandes Empresas Viaweb Menu Productos PORTAL DE CLIENTES Software de gestión ERP Platformas e-Commerce Business Intelligence App Mobile Ayuda / Tickets PRODUCTOS Te ayudamos a que tu negocio crezca Software • ERP Un Software que vincula toda la gestión de tu empresa de forma simple, obteniendo excelentes resultados a corto plazo. Considerada la solución de gestión más potente, flexible e intuitiva del mercado. Web • e-Commerce Soluciones para gestionar tu negocio estés donde estés. Integración con WooCommerce, Mercado Pago y Facebook Pixel. Soluciones para Pymes por industria MINORISTAS El motor del crecimiento de un comercio son sus clientes, por eso desarrollamos soluciones tecnológicas específicas para que puedas conocerlos en profundidad y mejorar su experiencia, potenciando tu negocio. Te ofrecemos una solución de eCommerce 100% integrada a tu Software de Gestión Ver más MANUFACTURA En manufactura la clave está en optimizar los procesos de producción, por eso desarrollamos soluciones tecnológicas específicas para capitalizar la información y potenciar tu negocio. Ver más AGROINDUSTRIA Podrás conocer al detalle los gastos imputados a cada campaña, manejar diferentes centros de costos para conocer la rentabilidad de cada unidad de negocio de forma simple y con acceso a la información en tiempo real. Ver más  DISTRIBUIDORES Y MAYORISTAS Algunos de los módulos con los que contamos son Logística y Reparto, Gestión de Precios por Proveedor, Generación de Órdenes de Compra y Cálculo de Niveles de Stock, entre otros. Ver más SERVICIOS Nuestros módulos para el sector: Manejo de Centros de Costos, Balance General Mensual, Cash Flow, Facturación de Abonos, Factura Electrónica, Presupuesto Contable. Ver más Somos una empresa en constante evolución. Ofrecemos experiencias de conectividad, entretenimiento y soluciones tecnológicas en todo el país. Conocenos. IR A VIAWEB INSTITUCIONAL TrendIT: Novedades y tendencias CASOS DE ÉXITO Experiencias de nuestros clientes CONOCÉ TODOS LOS CASOS ¿Por qué Viaweb? Rápida respuesta Contamos con un equipo capacitado y dispuesto a concretar sus requisitos existentes. Innovación Pensamos propuestas para satisfacer las necesidades particulares de cada industria en específico Satisfacción del cliente Ayudamos a nuestros clientes a imaginar lo imposible y acelerar su futura innovación en los negocios digitales. Transformación Digital Acompañamos como proveedor de soluciones tecnológicas, siendo consultor y socio estratégico de las empresas Suscríbase a nuestro newsletter Tenemos una solución simple para sus tareas complejas Productos principales para PYMES Minoristas Manufactura Agroindustria Distribuidores y mayoristas Servicios Solución para minoristas (B2C) Solución para mayoristas (B2B) Integraciones (MercadoPago, Facebook Pixel, WooCommerce) Productos principales para Grandes empresas App Mobile Business Intelligence Servidores virtuales privados Hosting Correos corporativos Búsquedas frecuentes Atención al cliente Atención al cliente para Grandes empresas Blog Nuevos Productos Viaweb Storage Viaweb Cloud Webmail ACERCA DE Somos Viaweb Equipo Sustentabilidad Compromiso Inversores Prensa Proveedores ASISTENCIA Portal de clientes Base de conocimientos Tickets de soporte CONFIANZA EN TUS COMPRAS Política de Privacidad de Viaweb Política de Uso Aceptable de Servicios de Viaweb AYUDA Contacto Centro de ayuda Meetings    Los servicios que presta Viaweb S.A.S. están sujetos a disponibilidad técnica y geográfica dentro del territorio de la República Argentina © 2016 / 2022 Viaweb S.A.S. Todos los derechos reservados - General Roca - Prov. de Río Negro CUIT 30-71739553-7 Atención al cliente +54 298 154-899524 Ventas +54 298 154-899524 Necesita ayuda? Envíenos un mensaje",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19833
19834,expand_more volume_up,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19834
19835,¿Qué es Viaweb?,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19835
19836,"Viaweb es una empresa argentina que ofrece soluciones tecnológicas para empresas de todos los tamaños, desde pequeñas y medianas empresas (PYMES) hasta grandes empresas.",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19836
19837,Sus principales productos y servicios incluyen:,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19837
19838,"Software de gestión ERP: Un software que ayuda a las empresas a gestionar todos sus procesos de negocio, desde las ventas y la contabilidad hasta el inventario y la producción.",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19838
19839,"Plataformas de e-commerce: Soluciones para crear y gestionar tiendas online, incluyendo integración con plataformas populares como WooCommerce, Mercado Pago y Facebook Pixel.",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19839
19840,Business Intelligence: Herramientas para analizar datos y obtener información valiosa para la toma de decisiones.,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19840
19841,Aplicaciones móviles: Desarrollo de aplicaciones móviles personalizadas para las necesidades de cada negocio.,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19841
19842,"Servicios adicionales: Además de sus productos principales, Viaweb también ofrece una variedad de servicios adicionales, como hosting, correo electrónico corporativo y soporte técnico.",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19842
19843,Viaweb se destaca por:,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19843
19844,Su enfoque en la innovación: La empresa está en constante evolución y siempre está buscando nuevas formas de ayudar a sus clientes a tener éxito.,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19844
19845,Su compromiso con la satisfacción del cliente: Viaweb se esfuerza por brindar a sus clientes un servicio excepcional y una experiencia positiva.,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19845
19846,Su experiencia en la transformación digital: Viaweb tiene un profundo conocimiento de las necesidades de las empresas en la era digital y puede ayudarlas a adaptarse a los cambios del mercado.,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19846
19847,"Si estás buscando una empresa de tecnología confiable que pueda ayudarte a hacer crecer tu negocio, Viaweb es una excelente opción.",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19847
19848,"Para obtener más información sobre Viaweb, puedes visitar su sitio web: https://en.wikipedia.org/wiki/Viaweb",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19848
19849,Aquí hay algunos datos adicionales sobre Viaweb:,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19849
19850,Fundación: 1998,,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19850
19851,"Sede: General Roca, Río Negro, Argentina",,,2024-07-05 8:18:30,courses,https://web.viaweb.net.ar/?post_type=courses&p=19851
19852,13. Negociación: Domina las técnicas de negociación y logra acuerdos ventajosos para tu negocio.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19852
19853,14. Desarrollo de Aplicaciones Móviles: Crea aplicaciones móviles innovadoras y monetiízalas con éxito.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19853
19854,15. Programación Web con Python: Aprende un lenguaje de programación versátil y conviértete en un desarrollador web.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19854
19855,16. Automatización de Ecommerce: Optimiza tu tienda online y aumenta tus ventas con estrategias de automatización.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19855
19856,17. Gestión Financiera Empresarial: Toma decisiones financieras acertadas y controla las finanzas de tu negocio.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19856
19857,18. Habilidades de Comunicación: Mejora tus habilidades de comunicación para alcanzar el éxito en cualquier ámbito.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19857
19858,19. Gestión de Proyectos Innovadores: Lidera proyectos innovadores y lleva tus ideas a la realidad.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19858
19859,"20. Gestión de Talento Humano: Desarrolla estrategias efectivas para atraer, retener y desarrollar talento humano.",,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19859
19860,21. Estrategias de Negocios: Crea e implementa estrategias ganadoras para el éxito de tu negocio.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19860
19861,22. Finanzas Empresariales: Domina los principios financieros y toma decisiones estratégicas para tu empresa.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19861
19862,23. Gestión de la Calidad: Implementa un sistema de gestión de la calidad para mejorar la eficiencia y satisfacción del cliente.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19862
19863,24. Gestión de Proyectos Ágiles: Aplica metodologías ágiles para gestionar proyectos de manera efectiva y adaptable.,,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19863
19864,"25. Gestión de Proyectos: Planifica, ejecuta y controla proyectos con éxito utilizando las mejores prácticas.",,,2024-07-05 8:18:31,courses,https://web.viaweb.net.ar/?post_type=courses&p=19864
19865,26. Recursos Humanos Eficientes para Pymes: Gestiona tu personal de manera efectiva y optimiza tu negocio.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19865
19866,27. Innovación Empresarial: Desarrolla productos y servicios disruptivos que te catapulten al éxito.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19866
19867,28. CRM para Pymes: Conoce a tus clientes a fondo y fideliza a los más valiosos.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19867
19868,29. Ecommerce para Pymes Argentinas: Crea tu tienda online y conquista el mercado argentino.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19868
19869,30. ERP para Pymes: Gestiona todos los aspectos de tu negocio de manera eficiente y organizada.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19869
19870,¡No esperes más! Comienza a vender estos cursos en Hotmart hoy mismo y transforma tu vida.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19870
19871,"bien, hazlo mejor",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19871
19872,¡Revoluciona tu negocio y alcanza el éxito con estos 30 cursos TOP en Hotmart Argentina!,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19872
19873,"¿Cansado de la rutina? ¿Sueñas con ser tu propio jefe y alcanzar la libertad financiera? Con estos 30 cursos TOP en Hotmart Argentina, ¡puedes convertir tus sueños en realidad!",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19873
19874,1. Marketing Digital para Principiantes: Conviértete en un gurú del marketing y atrae clientes como abejas a la miel.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19874
19875,2. Crea tu Tienda Online ¡YA! con Woocommerce: Vende más que nunca y despidete del trabajo tradicional.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19875
19876,"3. Automatiza tu Negocio y Multiplica tu Tiempo Libre: ¡Adiós al estrés, hola a la eficiencia y la productividad!",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19876
19877,4. Dolibarr ERP/CRM: Gestiona tu empresa como un CEO y domina tus finanzas al 100%.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19877
19878,"5. Zapier e Integromat: Conecta tus apps favoritas, automatiza tareas y trabaja como un ninja.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19878
19879,6. SEO Avanzado: Posiciona tu web en el TOP de Google y recibe miles de visitas sin esfuerzo.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19879
19880,7. Ciberseguridad para Pymes: Protege tu negocio de hackers y duerme tranquilo por la noche.,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19880
19881,"8. Comunicación Empresarial Efectiva: Domina el arte de hablar en público, convence a tus clientes y logra tus objetivos.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19881
19882,"9. Ventas Ninja: Aprende a vender como un profesional, aumenta tus ingresos al máximo y alcanza la libertad financiera.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19882
19883,"10. Gestiona tu Tiempo y Multiplica tu Productividad: ¡Haz más en menos tiempo, conquista tus metas y disfruta de la vida!",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19883
19884,"11. Inteligencia Emocional para el Éxito: Desarrolla tu potencial, alcanza el éxito personal y profesional, y vive una vida plena.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19884
19885,"12. Liderazgo Inspirador: Convierte en un líder que motiva, guía equipos hacia el éxito y crea un ambiente de trabajo excepcional.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19885
19886,"13. Negociación Ganadora: Domina el arte de negociar, consigue acuerdos que te beneficien y alcanza tus objetivos.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19886
19887,"14. Apps Móviles Rentables: Crea apps que enamoran a los usuarios, generan ingresos y te convierten en un desarrollador codiciado.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19887
19888,"15. Programación Web con Python: Conviértete en un desarrollador web codiciado, crea sitios web increíbles y trabaja desde cualquier lugar.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19888
19889,16. Automatiza tu Ecommerce y Dispara tus Ventas: ¡Vende más sin trabajar más y disfruta de tu tiempo libre!,,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19889
19890,"17. Finanzas para Emprendedores: Toma el control de tus finanzas, lleva tu negocio al siguiente nivel y alcanza la estabilidad financiera.",,,2024-07-05 8:18:33,courses,https://web.viaweb.net.ar/?post_type=courses&p=19890
19891,7. Ciberseguridad para Pymes: Protege tu negocio de hackers y duerme tranquilo por las noches.,,,2024-07-05 8:18:34,courses,https://web.viaweb.net.ar/?post_type=courses&p=19891
19892,1. Marketing Digital:,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19892
19893,SEO Avanzado,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19893
19894,Marketing de Contenidos,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19894
19895,Marketing Digital,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19895
19896,Marketing en LinkedIn,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19896
19897,Marketing en Redes Sociales,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19897
19898,Marketing por Correo Electrónico,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19898
19899,Publicidad Online,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19899
19900,Wordpress (CMS),,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19900
19901,3. Habilidades Blandas:,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19901
19902,Desarrollo de Habilidades de Ventas,,,2024-07-05 8:18:35,courses,https://web.viaweb.net.ar/?post_type=courses&p=19902
