ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Sale price,Categories,Tags
,simple,CTM-0165,Servicios de desarrollo de aplicaciones con arquitecturas de microservicios,1,Microservicios y Contenedores; Servicios de Desarrollo de Aplicaciones con Arquitecturas de Microservicios y Contenedores; Servicios de desarrollo de aplicacion,Microservicios y Contenedores; Servicios de Desarrollo de Aplicaciones con Arquitecturas de Microservicios y Contenedores; Servicios de desarrollo de aplicaciones con arquitecturas de microservicios; Servicios de diseño y desarrollo de aplicaciones web con arquitecturas de microservicios y APIs; Servicios de diseño y desarrollo de portales web y aplicaciones con arquitectura de microservicios; Servicios de migración y modernización de aplicaciones legacy a arquitecturas basadas en microservicios,1,4425000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0166,Custom Web Development,1,Custom Software Development; Custom Web Development; Web Application Development,Custom Software Development; Custom Web Development; Web Application Development,1,4425000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0167,Servicio de Desarrollo de Integraciones B2B para Ecommerce: Automatiza tus Ventas y Distribución,1,Servicio de Desarrollo de Integraciones B2B para Ecommerce: Automatiza tus Ventas y Distribución; Servicio de Integraciones B2B para E-commerce: Automatiza tus ,Servicio de Desarrollo de Integraciones B2B para Ecommerce: Automatiza tus Ventas y Distribución; Servicio de Integraciones B2B para E-commerce: Automatiza tus Ventas y Distribución,1,4350000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0168,Desarrollo de software,1,Desarrollo de Software a Medida; Desarrollo de software; Servicios de desarrollo de software a medida,Desarrollo de Software a Medida; Desarrollo de software; Servicios de desarrollo de software a medida,1,4275000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0169,Servicio de Implementación de Sistema de Recomendaciones Personalizadas,1,Implementación de Sistema de Recomendaciones Personalizadas para Ecommerce: Mejora la Experiencia y Aumenta las Ventas; Servicio de Desarrollo de Funcionalidad ,Implementación de Sistema de Recomendaciones Personalizadas para Ecommerce: Mejora la Experiencia y Aumenta las Ventas; Servicio de Desarrollo de Funcionalidad de Recomendación de Productos para Ecommerce: Aumenta tus Ventas y Mejora la Experiencia del Usuario; Servicio de Desarrollo de Funcionalidad de Recomendación de Productos: Aumenta tus Ventas y Mejora la Experiencia del Usuario; Servicio de Implementación de Sistema de Recomendaciones Personalizadas,1,4200000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0170,Soporte Integral para Comercio Electrónico,1,Crea tu propio Marketplace: la solución integral para el comercio electrónico; Desarrollo de soluciones de comercio electrónico; Integración de Plataforma de Co,"Crea tu propio Marketplace: la solución integral para el comercio electrónico; Desarrollo de soluciones de comercio electrónico; Integración de Plataforma de Comercio Electrónico; Integración de plataformas de comercio electrónico; Servicio de Implementación de Comercio Electrónico; Servicio de Implementación de Comercio Electrónico: Diseño, Desarrollo y Puesta en Marcha de Tiendas Online",1,4125000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0171,Desarrollo de sitio web,1,Desarrollo Web; Desarrollo de Aplicaciones Web; Desarrollo de Aplicaciones a Medida; Desarrollo de Portales Web; Desarrollo de aplicaciones; Desarrollo de porta,Desarrollo Web; Desarrollo de Aplicaciones Web; Desarrollo de Aplicaciones a Medida; Desarrollo de Portales Web; Desarrollo de aplicaciones; Desarrollo de portales web y aplicaciones,1,4050000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0172,Personalización de Experiencia de Usuario,1,"Diseño y desarrollo de interfaces de usuario; Mejora tu Experiencia de Usuario (UX) en Ecommerce: Análisis, Diseño y Optimización para Mayor Conversión; Optimiz","Diseño y desarrollo de interfaces de usuario; Mejora tu Experiencia de Usuario (UX) en Ecommerce: Análisis, Diseño y Optimización para Mayor Conversión; Optimización de Búsqueda Interna: Mejora la Experiencia del Usuario y Aumenta las Conversiones; Personalización de Experiencia de Usuario; Servicio de Mejora de Experiencia de Usuario (UX) para Ecommerce; Servicio de Optimización de Experiencia de Usuario",1,3900000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0173,Rediseño de Tienda Online: Optimiza tu E-commerce para Impulsar las Ventas,1,"Creación de Tienda Online: Diseño, Desarrollo y Capacitación para Impulsar tu Negocio Digital; Creación de Tienda Online: Diseño, Desarrollo y Capacitación para","Creación de Tienda Online: Diseño, Desarrollo y Capacitación para Impulsar tu Negocio Digital; Creación de Tienda Online: Diseño, Desarrollo y Capacitación para tu Negocio Digital; Rediseño de Tienda Online: Optimiza tu E-commerce para Impulsar las Ventas",1,3975000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0174,Web Design,1,UX/UI Design; Web Design,UX/UI Design; Web Design,1,3600000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0175,Gestión de Contenidos Web,1,Actualización de Contenidos; Gestión de Contenidos Web; Servicio de Gestión de Contenidos y Copywriting para Ecommerce: Optimiza tu Tienda Online con Contenido ,Actualización de Contenidos; Gestión de Contenidos Web; Servicio de Gestión de Contenidos y Copywriting para Ecommerce: Optimiza tu Tienda Online con Contenido Persuasivo y SEO; Servicios de Gestión de Contenidos para Ecommerce: Optimizá tu Tienda Virtual para Mayor Conversión; Servicios de implementación de soluciones de gestión de contenidos y portales web; Soporte para Gestión de Contenidos,1,3675000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0176,Plataforma e-Commerce,1,Desarrollo de Plataforma de E-Commerce; Diseño de Tienda Online: Crea tu Plataforma de Ecommerce Personalizada; Diseño de Tienda Online: Creá tu Plataforma de E,Desarrollo de Plataforma de E-Commerce; Diseño de Tienda Online: Crea tu Plataforma de Ecommerce Personalizada; Diseño de Tienda Online: Creá tu Plataforma de Ecommerce Personalizada; Integración de Plataformas de Pago Avanzadas; Migración de Plataforma E-commerce: Mejora tu Tienda Online con una Transferencia Segura y Eficiente; Migración de Plataforma Ecommerce: Mejora tu Tienda Online con una Transferencia Segura y Eficiente,1,3750000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0177,Desarrollo de Contenido Multilingüe,1,Desarrollo de Contenido Multilingüe,Desarrollo de Contenido Multilingüe,1,3750000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0178,Soporte para Wordpress,1,Soporte Técnico para Wordpress Multisite; Soporte para Wordpress; Soporte para Wordpress Multisite,Soporte Técnico para Wordpress Multisite; Soporte para Wordpress; Soporte para Wordpress Multisite,1,3825000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0179,Servicio de Optimización de Búsqueda Interna,1,Servicio de Optimización de Búsqueda Interna,Servicio de Optimización de Búsqueda Interna,1,3525000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0180,Desarrollo de tienda online,1,Desarrollo de tienda online; E-Commerce y Tiendas en Línea; Optimización de tiendas online; Servicio de Soporte para Tiendas Online; Soporte para Tiendas Online,Desarrollo de tienda online; E-Commerce y Tiendas en Línea; Optimización de tiendas online; Servicio de Soporte para Tiendas Online; Soporte para Tiendas Online Avanzadas; Soporte para Tiendas en Línea (E-Commerce),1,3450000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0181,E-Commerce,1,**Integración E-Commerce**; E-Commerce; E-commerce Setup; Integración de E-Commerce,**Integración E-Commerce**; E-Commerce; E-commerce Setup; Integración de E-Commerce,1,3300000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0182,Diseño Web Responsive,1,Diseño Web Responsive,Diseño Web Responsive,1,3375000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0183,Servicio de Implementación de Programas de Fidelización,1,Servicio de Implementación de Programas de Fidelización; Servicio de Implementación de Programas de Fidelización: ¡Potencia la Lealtad y las Recompras en tu Eco,Servicio de Implementación de Programas de Fidelización; Servicio de Implementación de Programas de Fidelización: ¡Potencia la Lealtad y las Recompras en tu Ecommerce!; Servicio de Membresías: Implementa un Programa de Fidelización para tu Ecommerce,1,3150000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0184,Servicio de Optimización de Funnels de Conversión,1,Implementación de Herramientas de Analítica y Optimización para Ecommerce: Mejora tu Conversión; Optimización de Conversión para Ecommerce: Aumenta tus Ventas O,Implementación de Herramientas de Analítica y Optimización para Ecommerce: Mejora tu Conversión; Optimización de Conversión para Ecommerce: Aumenta tus Ventas Online; Optimización de Conversión para Ecommerce: Impulsa tus Ventas y Maximiza tus Ingresos; Optimización de Embudos de Conversión para E-commerce: Aumenta tus Ventas y Mejora la Experiencia del Cliente; Servicio de Optimización de Funnels de Conversión,1,3225000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0185,Diseño de sitios web,1,Diseño de sitios web; Diseño y Desarrollo Web Avanzado: Crea Sitios Web Potentes y Atractivos; Optimización de Sitios Web,Diseño de sitios web; Diseño y Desarrollo Web Avanzado: Crea Sitios Web Potentes y Atractivos; Optimización de Sitios Web,1,3075000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0186,Servicio de Estrategia de Precio y Promociones,1,Estrategia de Ecommerce: Maximiza tus ventas y rentabilidad online; Servicio de Estrategia de Precio y Promociones; Servicio de Estrategia de Precios y Promocio,Estrategia de Ecommerce: Maximiza tus ventas y rentabilidad online; Servicio de Estrategia de Precio y Promociones; Servicio de Estrategia de Precios y Promociones: Optimiza tus ventas y rentabilidad en el E-commerce,1,3000000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0187,Diseño de página web,1,Creación de página web; Desarrollo de Páginas Web; Diseño de página web; Diseño de páginas web; Página Adicional,Creación de página web; Desarrollo de Páginas Web; Diseño de página web; Diseño de páginas web; Página Adicional,1,2550000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0188,Servicio de Integración de Marketplace,1,Implementación de Marketplace Ecommerce: Integración y Configuración para Potenciar tus Ventas; Implementación de Marketplace Ecommerce: Integración y Configura,Implementación de Marketplace Ecommerce: Integración y Configuración para Potenciar tus Ventas; Implementación de Marketplace Ecommerce: Integración y Configuración para Vender Más; Integra tu tienda online con Marketplaces: ¡Expande tu alcance y potencia tus ventas!; Integración con Marketplaces: Expande tu alcance y aumenta tus ventas; Integración con Marketplaces: Expande tu alcance y dispara tus ventas; Integración de Ecommerce con Marketplaces: Amplía tu Alcance y Ventas,1,2625000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0189,Servicio de Membresías,1,Implementación de Suscripciones y Membresías; Servicio de Membresías; Servicio de Suscripciones; Servicio de Suscripciones: Implementa un Modelo de Negocio Recu,Implementación de Suscripciones y Membresías; Servicio de Membresías; Servicio de Suscripciones; Servicio de Suscripciones: Implementa un Modelo de Negocio Recurrente para tu Ecommerce; Servicios de Suscripción Ecommerce; Suscripciones y Membresías,1,2700000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0190,Integración Omnicanal para Ecommerce: Conecta tu tienda virtual con todos tus canales,1,Integración Avanzada de E-Commerce: Conecta tu Tienda Online con Facilidad; Integración Básica de E-Commerce: Conecta tu Tienda Online con Facilidad; Integració,Integración Avanzada de E-Commerce: Conecta tu Tienda Online con Facilidad; Integración Básica de E-Commerce: Conecta tu Tienda Online con Facilidad; Integración Omnicanal para Ecommerce: Conecta tu tienda virtual con todos tus canales; Integración básica de plataforma de comercio electrónico: conecta tu tienda online con facilidad; Integración de E-Commerce Personalizada: Conecta tu Negocio Online con Facilidad; Integración de E-Commerce: Conecta tu Tienda Online con Facilidad,1,2775000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0191,Servicios de Internacionalización Ecommerce,1,Servicios de Internacionalización Ecommerce; Servicios de Internacionalización para Ecommerce: Expande tu Negocio Globalmente,Servicios de Internacionalización Ecommerce; Servicios de Internacionalización para Ecommerce: Expande tu Negocio Globalmente,1,2850000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0192,Integración Multicanal para Ecommerce: Amplía tu Alcance y Optimiza tus Ventas,1,"Integración Multicanal para Ecommerce: Amplía tu Alcance y Optimiza tus Ventas; Integración Multicanal para Ecommerce: Amplía tu Alcance, Optimiza Ventas; Integ","Integración Multicanal para Ecommerce: Amplía tu Alcance y Optimiza tus Ventas; Integración Multicanal para Ecommerce: Amplía tu Alcance, Optimiza Ventas; Integración de Pasarelas de Pago para Ecommerce: Amplía tus Opciones y Optimiza tus Ventas",1,2925000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0193,Integración de WooCommerce,1,Integración de WooCommerce; Soporte Técnico para Woocommerce,Integración de WooCommerce; Soporte Técnico para Woocommerce,1,3000000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0194,Diseño Web Personalizado,1,Desarrollo Web Personalizado; Desarrollo de Aplicaciones Personalizadas; Desarrollo de Soluciones de E-Commerce Personalizadas; Diseño Web Personalizado; Person,Desarrollo Web Personalizado; Desarrollo de Aplicaciones Personalizadas; Desarrollo de Soluciones de E-Commerce Personalizadas; Diseño Web Personalizado; Personaliza tu Ecommerce: Mejora la Experiencia de Compra con Soluciones de Personalización; Personaliza tus interfaces: ¡Crea experiencias únicas y atractivas!,1,2325000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0195,Servicios de Gestión de Catálogo Ecommerce,1,Servicios de Gestión de Catálogo Ecommerce; Servicios de Gestión de Catálogo para Ecommerce: Optimizá tu Tienda Virtual,Servicios de Gestión de Catálogo Ecommerce; Servicios de Gestión de Catálogo para Ecommerce: Optimizá tu Tienda Virtual,1,2400000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0196,Support for E-Commerce,1,Support for E-Commerce,Support for E-Commerce,1,2475000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0197,Traducción de Sitio Web,1,Traducción de Página Web; Traducción de Sitio Web,Traducción de Página Web; Traducción de Sitio Web,1,2325000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0198,Diseño UX/UI,1,Diseño UX/UI; Diseño de UX/UI,Diseño UX/UI; Diseño de UX/UI,1,2250000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0199,Implementacion Tienda Online Basico,1,Implementacion Tienda Online Basico; Implementacion Tienda Online Marketplace; Implementacion Tienda Online Mayorista; Implementacion Tienda Online Minorista; I,Implementacion Tienda Online Basico; Implementacion Tienda Online Marketplace; Implementacion Tienda Online Mayorista; Implementacion Tienda Online Minorista; Implementación de Tienda Online Minorista: ¡Crea tu Presencia Digital Hoy!; Implementación de Tienda Online: Tu Solución Ecommerce Completa,1,1875000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0200,Soluciones de e-commerce,1,Implementación de Solución de Pagos: Integración Segura y Optimizada para tu E-commerce; Integración de Pagos: Soluciones Seguras y Confiables para tu Ecommerce,Implementación de Solución de Pagos: Integración Segura y Optimizada para tu E-commerce; Integración de Pagos: Soluciones Seguras y Confiables para tu Ecommerce; Integración de Pagos: Soluciones Seguras y Confiables para tu Tienda Virtual; Servicios de Logística y Distribución para Ecommerce: Soluciones Integrales para Optimizar tu Tienda Virtual; Servicios de Logística y Distribución para Ecommerce: Soluciones Integrales para tu Tienda Virtual; Servicios de Pagos para Ecommerce: Soluciones Inte,1,1950000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0201,Solución de Dropshipping,1,"Dropshipping: Solución integral para tu e-commerce: Integración perfecta, automatización y soporte dedicado; Solución de Dropshipping","Dropshipping: Solución integral para tu e-commerce: Integración perfecta, automatización y soporte dedicado; Solución de Dropshipping",1,2025000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0202,Tienda Virtual,1,Creación de Tienda Virtual Básica; Desarrollo de Tienda Virtual Avanzada; Desarrollo de Tienda Virtual Básica; Implementación de Tiendas Virtuales Básicas; Impl,Creación de Tienda Virtual Básica; Desarrollo de Tienda Virtual Avanzada; Desarrollo de Tienda Virtual Básica; Implementación de Tiendas Virtuales Básicas; Implementación de tienda virtual; Tienda Online Básica: ¡Crea tu tienda virtual con facilidad y rapidez!,1,2100000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0203,Servicios de Retención de Clientes Ecommerce,1,Servicio de Desarrollo de Soluciones de Fidelización para Ecommerce: Impulsa la Retención y el Valor del Cliente; Servicios de Fidelización de Clientes Ecommerc,Servicio de Desarrollo de Soluciones de Fidelización para Ecommerce: Impulsa la Retención y el Valor del Cliente; Servicios de Fidelización de Clientes Ecommerce; Servicios de Retención de Clientes Ecommerce; Servicios de Suscripción para Ecommerce: Aumenta tus Ingresos y Fideliza Clientes,1,2175000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0204,Solución de Pasarela de Pago,1,Integración de Pasarelas de Pago; Integración de Pasarelas de Pago: Optimiza tu E-commerce con Pagos Seguros y Eficientes; Servicio de Integración de Pasarelas ,Integración de Pasarelas de Pago; Integración de Pasarelas de Pago: Optimiza tu E-commerce con Pagos Seguros y Eficientes; Servicio de Integración de Pasarelas de Pago; Servicios de Integración de Pasarelas de Pago Ecommerce; Solución de Pasarela de Pago; Solución de Pasarela de Pago: Integración y Configuración para Ecommerce,1,1725000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0205,Servicios de Gestión de Inventario Ecommerce,1,Gestión Integral de Inventario y Logística: Automatiza tu E-commerce para el Éxito; Gestión Integral de Inventario y Logística: Automatiza tu Ecommerce; Gestión,"Gestión Integral de Inventario y Logística: Automatiza tu E-commerce para el Éxito; Gestión Integral de Inventario y Logística: Automatiza tu Ecommerce; Gestión de Inventario Ecommerce: Control y Sincronización para tu Tienda Online; Gestión de Inventario Eficiente para Ecommerce: Sincronización, Automatización y Control; Servicio de Gestión de Inventario y Logística; Servicios de Gestión de Inventario Ecommerce",1,1800000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0206,Implementación de soluciones de e-commerce: Optimiza tu negocio online,1,Implementación de Sistemas de Pago Online: Potenciá tu Negocio con Soluciones Integrales; Implementación de soluciones de e-commerce: Optimiza tu negocio online,Implementación de Sistemas de Pago Online: Potenciá tu Negocio con Soluciones Integrales; Implementación de soluciones de e-commerce: Optimiza tu negocio online; Integración de Sistemas Ecommerce: Automatiza y Optimiza tu Negocio Online,1,1650000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0207,Mantenimiento de sitios web,1,Mantenimiento de Aplicaciones Web; Mantenimiento de sitios web,Mantenimiento de Aplicaciones Web; Mantenimiento de sitios web,1,1575000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0208,Consultoría de UX,1,Consultoría básica en UX/UI (opcional); Consultoría de UX; Consultoría en Diseño de E-Commerce; Consultoría en E-commerce; Consultoría en Estrategias de E-Comme,Consultoría básica en UX/UI (opcional); Consultoría de UX; Consultoría en Diseño de E-Commerce; Consultoría en E-commerce; Consultoría en Estrategias de E-Commerce; Consultoría en experiencia del usuario (UX),1,1350000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0209,Diseño de Tienda Virtual: Crea una Experiencia de Compra Inolvidable,1,Diseño de Tienda Virtual: Crea una Experiencia de Compra Inolvidable; Diseño de Tienda Virtual: Creá una Experiencia de Compra Online Inolvidable,Diseño de Tienda Virtual: Crea una Experiencia de Compra Inolvidable; Diseño de Tienda Virtual: Creá una Experiencia de Compra Online Inolvidable,1,1425000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0210,Servicios Web,1,Servicios Web; Servicios de Pagos Ecommerce,Servicios Web; Servicios de Pagos Ecommerce,1,1500000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0211,Optimización de Performance Web,1,Optimización de Performance Web,Optimización de Performance Web,1,1575000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0212,Servicio de Envío y Logística,1,"Servicio de Entrega y Logística Ecommerce; Servicio de Entrega y Logística para Ecommerce: Integración, Seguimiento y Optimización; Servicio de Envío y Logístic","Servicio de Entrega y Logística Ecommerce; Servicio de Entrega y Logística para Ecommerce: Integración, Seguimiento y Optimización; Servicio de Envío y Logística; Servicio de Envío y Logística: Integración y Optimización para Ecommerce; Servicios de Logística Ecommerce; Servicios de Logística para Ecommerce: Optimiza tu Cadena de Suministro",1,1275000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0213,Optimización de Tienda Virtual: Mejora tu rendimiento y aumenta tus ventas,1,Optimización de Tienda Virtual: Impulsa tu rendimiento y ventas; Optimización de Tienda Virtual: Mejora tu rendimiento y aumenta tus ventas; Optimización de Tie,"Optimización de Tienda Virtual: Impulsa tu rendimiento y ventas; Optimización de Tienda Virtual: Mejora tu rendimiento y aumenta tus ventas; Optimización de Tiendas Online: Aumenta el Tráfico, las Ventas y la Satisfacción del Cliente; Optimización de Tiendas Online: Mejora el Rendimiento, Aumenta las Ventas y Satisface a tus Clientes; Optimización del Rendimiento: Mejora la Velocidad, Eficiencia y Fiabilidad de tu Sitio Web",1,975000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0214,Implementación de Módulos Adicionales: Mejora tu Sitio Web con Funcionalidades Esenciales,1,Implementación de Módulos Adicionales: Mejora tu Sitio Web con Funcionalidades Esenciales; Integración de Funcionalidades Extra: Mejora tu Experiencia Digital,Implementación de Módulos Adicionales: Mejora tu Sitio Web con Funcionalidades Esenciales; Integración de Funcionalidades Extra: Mejora tu Experiencia Digital,1,1050000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0215,¡Crea tu Tienda Online Básica y Vende en Internet Hoy!,1,¡Crea tu Tienda Online Básica y Vende en Internet Hoy!,¡Crea tu Tienda Online Básica y Vende en Internet Hoy!,1,1125000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0216,Diseño de sitio web corporativo,1,Diseño de sitio web corporativo,Diseño de sitio web corporativo,1,1200000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0217,Plan Tienda Online Basico pagado cada 1 mes,1,Plan Tienda Online Basico pagado cada 1 mes; Plan Tienda Online Marketplace pagado cada 1 mes; Plan Tienda Online Mayorista pagado cada 1 mes; Plan Tienda Onlin,Plan Tienda Online Basico pagado cada 1 mes; Plan Tienda Online Marketplace pagado cada 1 mes; Plan Tienda Online Mayorista pagado cada 1 mes; Plan Tienda Online Minorista pagado cada 1 mes,1,900000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0218,Hasta 5 páginas: ¡Crea sitios web impresionantes con facilidad!,1,Hasta 5 páginas: ¡Crea sitios web impresionantes con facilidad!,Hasta 5 páginas: ¡Crea sitios web impresionantes con facilidad!,1,525000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0219,Implementacion Sitio Web Institucional,1,Implementacion Sitio Web Institucional; Plan Sitio web Institucional pagado cada 1 año; Plan Sitio web Institucional pagado cada 1 mes,Implementacion Sitio Web Institucional; Plan Sitio web Institucional pagado cada 1 año; Plan Sitio web Institucional pagado cada 1 mes,1,600000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0220,<strong>Ítem: La solución definitiva para tus necesidades</strong>,1,<strong>Ítem: La solución definitiva para tus necesidades</strong>,<strong>Ítem: La solución definitiva para tus necesidades</strong>,1,675000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0221,Plan Básico Web: ¡Tu sitio web profesional al alcance de tu mano!,1,Desarrollo Web Premium: Creá tu sitio web profesional y optimizado; Diseño y Desarrollo de Sitio Web Básico: Crea tu presencia en línea profesional; Diseño y de,Desarrollo Web Premium: Creá tu sitio web profesional y optimizado; Diseño y Desarrollo de Sitio Web Básico: Crea tu presencia en línea profesional; Diseño y desarrollo web básico: crea tu sitio web profesional hoy; Plan Básico Web: ¡Tu sitio web profesional al alcance de tu mano!,1,712500,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0222,Plantillas prediseñadas: ¡Crea contenido impactante en minutos!,1,Plantillas prediseñadas: ¡Crea contenido impactante en minutos!,Plantillas prediseñadas: ¡Crea contenido impactante en minutos!,1,825000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0223,Diseño Personalizado Completo: Crea tu Propia Marca Única,1,Diseño Personalizado Completo: Crea tu Propia Marca Única,Diseño Personalizado Completo: Crea tu Propia Marca Única,1,900000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0224,Implementación de ERP Oracle e-Business Suite,1,Implementación de ERP Oracle e-Business Suite,Implementación de ERP Oracle e-Business Suite,1,9750000,,Servicios > ERP y CRM,"clientum,servicio"
,simple,CTM-0225,Implementación de ERP Microsoft Dynamics 365,1,Implementación de ERP Microsoft Dynamics 365; Migración de ERP SAP a ERP Microsoft Dynamics 365; Servicio de Soporte y Mantenimiento de ERP Microsoft Dynamics 3,Implementación de ERP Microsoft Dynamics 365; Migración de ERP SAP a ERP Microsoft Dynamics 365; Servicio de Soporte y Mantenimiento de ERP Microsoft Dynamics 365,1,9600000,,Servicios > ERP y CRM,"clientum,servicio"
,simple,CTM-0226,Migración de ERP SAP a Odoo,1,Migración de ERP SAP a Odoo,Migración de ERP SAP a Odoo,1,9375000,,Servicios > ERP y CRM,"clientum,servicio"
,simple,CTM-0227,Integración de ERP SAP con Herramientas de BI,1,Integración de ERP SAP con Herramientas de BI,Integración de ERP SAP con Herramientas de BI,1,9525000,,Servicios > ERP y CRM,"clientum,servicio"
,simple,CTM-0228,Actualización De Versión CRM,1,Actualización De Versión CRM; Actualización de ERP SAP a Última Versión,Actualización De Versión CRM; Actualización de ERP SAP a Última Versión,1,9300000,,Servicios > ERP y CRM,"clientum,servicio"
,simple,CTM-0229,Desarrollo de software personalizado,1,Desarrollo de Módulos Personalizados para ERP Odoo; Desarrollo de Soluciones Personalizadas de CRM; Desarrollo de Soluciones Personalizadas para ERP Microsoft D,Desarrollo de Módulos Personalizados para ERP Odoo; Desarrollo de Soluciones Personalizadas de CRM; Desarrollo de Soluciones Personalizadas para ERP Microsoft Dynamics 365; Desarrollo de Soluciones Personalizadas para ERP Odoo; Desarrollo de software personalizado; Servicios de Desarrollo de Extensiones ERP,1,9150000,,Servicios > ERP y CRM,"clientum,servicio"
,simple,CTM-0230,Implementación de ERP,1,Implementación ERP; Implementación de ERP; Implementación de ERP Odoo; Implementación de ERP: Soluciones personalizadas para optimizar tu gestión empresarial; I,Implementación ERP; Implementación de ERP; Implementación de ERP Odoo; Implementación de ERP: Soluciones personalizadas para optimizar tu gestión empresarial; Implementación de soluciones de gestión de recursos empresariales (ERP); Paquete de implementación de solución ERP,1,9075000,,Servicios > ERP y CRM,"clientum,servicio"
,simple,CTM-0231,Consultoría en Innovación Tecnológica,1,Consultoría en Innovación Tecnológica,Consultoría en Innovación Tecnológica,1,8925000,,Servicios > ERP y CRM,"clientum,servicio"
